id,KNN,CNN,LDA,NN,forest,SVM,xgboost,true
34179,1,1,1,1,1,1,1,5
12241,1,1,1,0,1,1,1,1
20348,0,0,0,0,0,0,0,2
36158,1,1,1,1,1,1,1,5
10897,1,1,1,1,1,1,1,1
56130,1,1,1,1,1,1,1,7
2000,1,1,1,1,1,1,1,1
47383,1,0,0,1,1,1,1,6
50694,1,1,0,1,1,1,1,7
33195,1,1,1,1,1,1,1,5
39635,1,1,1,1,1,1,1,5
50776,0,1,1,1,0,0,0,7
36532,1,1,1,1,1,1,1,5
40391,1,1,1,1,1,1,1,5
36264,1,1,0,1,0,0,1,5
26839,0,0,0,0,0,0,0,3
17826,1,1,1,1,1,1,1,1
50182,1,1,1,1,1,1,1,7
27875,0,1,0,0,1,1,0,3
55483,1,1,1,1,1,1,1,7
23261,1,0,0,1,1,1,1,2
49089,1,1,1,1,1,1,1,7
54575,1,1,1,1,1,1,1,7
10868,1,1,1,1,1,1,1,1
56425,1,1,1,1,1,1,1,7
14529,1,1,1,1,1,1,1,1
44379,1,1,1,1,1,0,1,5
47638,1,1,1,1,1,1,1,6
30833,1,1,1,1,1,1,1,4
40192,0,0,0,0,0,0,0,5
19171,0,1,0,1,1,0,0,2
60816,1,1,1,1,1,1,1,8
28653,1,0,0,1,1,1,1,3
22261,0,0,0,0,0,0,0,2
27479,0,0,0,0,1,0,0,3
3201,0,1,1,1,1,1,1,1
19113,1,0,0,0,0,1,1,2
7013,1,1,1,1,1,1,1,1
57945,1,1,1,1,1,1,1,8
30207,1,1,1,1,1,1,1,4
60390,0,0,1,0,1,1,1,8
60573,1,1,1,1,1,1,1,8
4437,1,1,1,1,1,1,1,1
6214,0,1,1,1,1,1,1,1
24220,1,1,0,0,1,1,1,2
55540,1,1,1,1,1,1,1,7
6021,1,1,1,1,1,1,1,1
56431,1,1,1,1,1,1,1,7
14413,0,1,1,0,1,0,1,1
17245,1,1,1,1,1,1,1,1
36317,0,0,1,1,1,1,1,5
58397,1,1,1,1,1,1,1,8
21770,1,1,0,0,0,0,1,2
46276,1,0,0,1,1,1,1,6
49219,1,1,1,1,1,1,1,7
34983,0,0,1,1,1,1,1,5
44143,0,0,0,0,0,0,0,5
12073,1,1,1,1,1,1,1,1
22625,0,1,0,0,0,0,0,2
37008,1,1,1,1,1,1,1,5
37030,1,1,1,1,1,1,1,5
664,0,0,0,0,0,0,0,0
12568,0,1,1,1,1,1,1,1
29061,1,1,1,1,1,1,1,4
48469,1,1,1,1,1,1,1,7
41294,0,1,0,1,0,0,0,5
53140,1,1,1,1,1,1,1,7
36484,1,1,1,1,1,1,0,5
25935,0,1,0,0,1,0,0,2
30243,1,1,1,1,1,1,1,4
34237,1,1,1,1,1,1,1,5
6659,1,1,1,1,1,1,1,1
6747,0,1,1,1,1,1,1,1
26441,0,0,0,0,0,0,0,3
11777,1,1,1,0,1,1,1,1
9227,1,1,1,1,1,1,1,1
39156,1,1,1,1,1,1,1,5
4225,1,1,1,1,1,1,0,1
53390,1,1,1,1,1,1,1,7
24091,1,0,0,0,1,1,1,2
50037,0,0,0,0,0,0,0,7
43913,1,1,1,1,1,1,1,5
34136,1,1,1,1,1,1,1,5
19220,1,1,0,1,1,1,1,2
72,1,1,0,1,1,1,1,0
24815,0,0,0,0,0,0,0,2
25273,1,1,0,1,1,1,1,2
44251,1,1,1,1,1,1,1,5
19602,0,1,0,0,0,0,0,2
32200,0,1,1,1,0,0,0,5
57696,1,1,1,1,1,1,1,8
25696,1,1,0,0,0,1,0,2
31642,1,1,1,1,1,1,1,5
36963,1,1,1,1,1,1,1,5
33049,1,1,1,1,1,1,1,5
17858,0,1,1,1,1,1,1,1
47772,1,0,1,1,1,1,1,6
18849,1,1,1,1,1,1,1,2
6197,1,1,1,1,1,1,1,1
61129,1,1,1,1,1,1,1,8
29679,1,1,1,1,1,1,1,4
14588,1,1,1,1,1,1,1,1
9414,1,0,0,0,1,0,1,1
55164,1,1,1,1,1,1,1,7
17240,0,1,1,0,1,0,1,1
24456,1,0,0,0,1,0,0,2
20274,0,0,0,0,0,0,0,2
35226,1,1,0,0,1,0,1,5
31269,1,1,1,1,1,1,1,4
43845,1,1,1,1,1,1,1,5
22667,1,0,0,1,1,1,1,2
25795,1,1,0,1,1,0,1,2
4975,1,1,1,1,1,1,1,1
58041,0,0,0,1,0,0,0,8
18322,0,0,0,0,0,0,0,2
12520,1,1,1,1,1,1,1,1
23010,1,1,0,1,1,1,1,2
59575,0,1,0,0,0,0,0,8
23669,0,1,0,0,1,0,0,2
52942,1,1,1,1,1,1,1,7
44465,1,1,1,1,1,1,1,5
52868,1,1,1,0,1,1,1,7
10041,0,1,1,1,1,1,1,1
37960,1,1,1,1,1,1,1,5
41906,1,1,1,1,1,1,1,5
24343,1,0,0,1,1,1,1,2
45556,1,1,1,1,1,1,1,5
13099,1,0,1,1,0,1,1,1
57619,1,1,1,1,1,1,1,8
50754,0,1,1,1,1,1,1,7
43795,1,1,1,1,1,1,1,5
2751,1,1,1,1,1,1,1,1
46172,1,1,0,1,1,1,1,6
4793,1,1,1,1,1,1,1,1
17982,1,1,1,0,1,1,0,1
53206,1,1,1,1,1,1,1,7
32028,1,1,1,1,1,1,1,5
14365,1,1,1,1,1,1,1,1
15427,1,1,1,1,1,1,1,1
25637,0,0,0,0,0,0,1,2
3238,1,1,1,1,1,1,1,1
11666,0,1,1,1,1,1,1,1
43706,1,1,1,1,1,1,1,5
47688,0,0,0,1,0,1,1,6
58656,1,1,1,1,1,1,1,8
39559,1,1,1,1,1,1,1,5
17415,1,1,1,1,1,1,1,1
57594,1,1,1,1,1,1,1,8
22038,0,0,0,0,0,1,0,2
55810,1,1,1,1,1,1,1,7
11112,0,1,0,0,1,0,0,1
19851,0,0,0,0,0,0,0,2
57832,1,1,1,1,1,1,1,8
56178,1,1,1,1,1,1,1,7
22107,1,1,0,0,0,1,0,2
17532,0,1,1,1,1,1,1,1
4911,1,1,1,1,1,1,1,1
24086,0,0,0,0,0,0,1,2
40900,1,1,1,1,1,1,1,5
42217,1,1,1,1,1,1,1,5
42408,0,1,1,1,1,1,1,5
20988,0,0,0,0,0,0,0,2
17958,0,1,1,1,1,1,1,1
15671,1,1,1,0,1,1,1,1
6308,0,0,1,0,0,0,0,1
12759,1,1,1,1,1,1,1,1
3069,1,1,1,1,1,1,1,1
42890,0,0,0,0,1,0,0,5
42005,1,1,1,1,1,1,1,5
51914,1,1,1,1,1,1,1,7
11294,1,1,1,1,1,1,1,1
27987,0,0,0,0,0,0,0,3
39153,1,1,1,1,1,1,1,5
46255,1,1,0,1,0,1,1,6
6395,1,1,1,1,1,1,1,1
578,0,1,0,0,0,0,0,0
41170,1,1,1,1,1,1,1,5
19981,0,0,0,0,0,0,0,2
6109,1,0,1,1,1,1,1,1
32735,1,1,1,1,1,1,1,5
41497,1,1,1,1,1,1,1,5
8889,1,1,1,1,1,1,1,1
11782,0,1,1,0,0,0,0,1
14321,1,1,1,1,1,1,1,1
17221,1,1,1,1,1,1,1,1
41291,0,0,0,1,1,0,1,5
13223,0,0,0,1,1,0,1,1
46756,1,1,0,1,1,1,1,6
60658,1,1,1,1,1,1,1,8
18767,1,1,0,1,1,1,1,2
54363,1,1,1,1,1,0,1,7
965,0,0,0,0,0,0,0,0
46715,1,0,0,0,0,1,1,6
32485,1,1,1,1,1,1,1,5
35677,1,1,1,1,1,1,1,5
29192,1,1,1,1,1,1,1,4
3534,1,1,1,1,1,1,1,1
47426,1,1,0,0,1,1,1,6
26235,0,0,0,0,0,0,0,3
16548,0,1,1,0,1,1,1,1
27490,0,1,0,0,1,0,0,3
22688,0,0,0,1,1,0,1,2
46425,0,0,0,0,0,0,0,6
56977,1,1,1,1,1,1,1,8
56240,1,1,1,1,1,1,1,7
18295,1,0,0,0,1,1,0,2
32552,1,1,1,1,1,1,1,5
28171,0,1,0,1,1,1,1,3
9060,1,1,1,1,1,1,1,1
48597,1,1,1,1,1,1,1,7
6255,1,1,1,1,1,1,1,1
41473,1,1,1,1,1,1,1,5
4985,1,0,1,1,0,1,1,1
30574,1,1,1,1,1,1,1,4
47779,1,1,1,1,1,1,1,6
17918,1,1,1,1,1,1,1,1
48034,0,1,0,0,1,1,0,6
17946,0,0,1,0,1,1,1,1
54840,0,1,1,1,1,0,1,7
12298,0,0,1,0,0,0,0,1
22102,0,1,0,1,1,1,0,2
4697,1,1,1,1,1,1,1,1
54585,1,1,1,1,1,1,1,7
3054,1,1,1,1,1,1,1,1
28628,0,0,0,0,0,0,0,3
49013,1,1,1,1,1,1,1,7
24107,1,1,0,1,1,1,1,2
15520,1,1,1,1,1,1,1,1
737,0,0,0,0,0,1,0,0
2042,1,1,1,1,1,1,1,1
35752,1,1,1,1,1,1,1,5
30688,1,1,1,1,1,1,1,4
36654,1,1,1,1,1,1,1,5
55321,1,1,1,1,1,1,1,7
58889,1,1,1,1,1,1,1,8
39935,1,1,1,1,1,1,1,5
5779,1,0,1,1,1,1,1,1
31303,1,1,1,1,1,1,1,4
6345,1,1,1,0,0,0,1,1
297,1,1,0,1,1,1,1,0
52857,0,1,0,0,1,0,1,7
32680,1,1,1,1,1,1,1,5
27023,0,0,0,0,0,0,1,3
20479,0,1,0,0,1,0,1,2
22668,1,0,0,0,0,0,0,2
51708,1,0,1,1,1,0,1,7
1930,0,0,1,0,0,0,1,1
50360,1,0,0,0,1,0,1,7
36613,1,1,1,1,1,1,1,5
40481,1,1,1,1,1,1,1,5
34799,1,1,1,1,1,1,1,5
43776,1,1,1,1,1,1,1,5
12697,0,0,1,0,0,0,0,1
4290,1,1,1,1,1,1,1,1
13011,0,0,1,0,1,0,1,1
2858,0,1,1,1,1,1,1,1
31685,1,1,1,1,1,1,1,5
21761,0,0,0,0,0,0,0,2
55246,1,1,1,1,1,1,1,7
29682,0,1,1,1,1,1,0,4
5979,1,1,1,1,1,1,1,1
11028,1,0,1,0,0,0,0,1
26269,0,0,0,0,0,0,0,3
18635,1,0,0,0,1,0,0,2
15861,1,1,1,1,1,1,1,1
10181,1,1,1,1,1,1,1,1
52005,1,1,1,1,1,1,1,7
29626,1,1,1,1,1,1,1,4
58542,1,1,1,1,1,1,1,8
40112,1,1,1,1,1,1,1,5
9919,1,0,1,0,1,1,1,1
24284,0,1,0,0,1,1,0,2
46761,0,1,0,0,0,0,0,6
38604,1,1,1,1,1,1,1,5
38432,1,1,1,1,1,1,1,5
1269,0,0,0,0,0,0,0,0
34062,1,1,1,1,1,1,1,5
15051,1,1,1,1,1,1,1,1
55500,1,1,1,1,1,1,1,7
13760,1,1,1,1,1,1,1,1
37361,1,1,1,1,1,1,1,5
22775,0,1,0,0,0,0,1,2
30468,1,1,1,1,1,1,1,4
32003,1,1,1,1,1,1,1,5
9620,1,1,1,1,1,1,1,1
12926,1,1,1,1,1,1,1,1
16257,1,1,1,1,1,1,1,1
44159,1,1,1,1,1,1,1,5
38428,1,1,1,1,1,1,1,5
20905,1,1,0,0,0,0,0,2
30050,1,1,1,1,1,1,1,4
40216,1,1,1,1,1,1,1,5
10357,1,0,1,0,0,0,0,1
13734,1,1,1,1,1,1,1,1
14592,0,1,1,0,1,1,1,1
42002,1,1,1,1,1,1,1,5
24217,0,1,0,1,1,1,0,2
34681,1,0,1,1,1,1,1,5
21400,1,1,0,1,1,0,1,2
34151,1,1,1,1,1,1,1,5
42288,1,1,1,1,1,1,1,5
23980,1,1,0,1,1,1,1,2
27413,0,0,0,0,1,1,0,3
61298,1,1,1,1,1,1,1,8
40813,1,1,1,1,1,1,1,5
24169,0,1,0,1,0,1,1,2
21050,1,0,0,0,0,0,0,2
1219,0,1,0,0,1,0,1,0
27601,1,1,0,1,1,1,1,3
28801,1,1,1,1,1,1,1,4
24714,1,0,0,1,1,0,1,2
44804,1,1,1,1,1,1,1,5
13039,1,0,1,1,1,1,1,1
1956,0,1,1,0,0,1,0,1
23798,1,1,0,1,1,1,1,2
14307,1,1,1,1,1,1,1,1
25026,0,0,0,0,0,0,0,2
28298,0,0,0,0,0,0,0,3
4369,1,1,1,1,1,1,1,1
24277,0,0,0,0,0,1,1,2
27103,1,0,0,0,0,0,0,3
453,1,1,0,1,1,1,1,0
26101,0,0,0,1,1,1,1,3
1062,0,1,0,1,1,1,0,0
13672,0,1,1,0,0,0,0,1
61539,1,1,1,1,1,1,1,8
57155,1,1,1,1,1,1,1,8
32703,1,1,1,1,1,1,1,5
10063,1,0,1,1,0,1,1,1
17756,1,1,1,1,1,1,1,1
48791,0,1,0,0,1,0,0,7
41842,1,1,1,1,1,1,1,5
35653,1,1,1,1,1,1,1,5
29003,1,1,1,1,1,1,1,4
54495,1,1,1,1,1,1,1,7
30318,1,1,1,1,1,1,1,4
53662,1,1,1,1,1,1,1,7
14336,1,1,1,1,1,1,1,1
49299,0,0,0,0,0,0,0,7
34173,1,1,1,1,1,1,1,5
8917,0,1,1,1,1,0,1,1
15799,1,1,1,1,1,1,1,1
47520,1,1,1,1,1,1,1,6
41103,1,1,1,1,1,1,1,5
41317,1,1,1,1,1,1,1,5
17191,1,1,1,1,1,1,1,1
34027,1,1,1,1,1,1,1,5
60504,1,1,1,1,1,1,1,8
6858,1,1,1,1,0,0,0,1
31152,1,1,1,1,1,1,1,4
11463,1,1,1,1,1,1,1,1
27648,1,0,0,1,1,1,1,3
50366,1,1,1,1,1,1,1,7
32428,1,1,1,1,1,1,1,5
3143,0,0,1,0,0,0,0,1
1932,1,1,1,1,1,1,1,1
43605,1,1,1,1,1,1,1,5
24197,1,1,0,1,1,1,1,2
39459,1,0,1,1,1,0,1,5
8611,1,1,1,1,1,1,1,1
1642,0,0,0,0,0,0,0,0
23674,1,1,0,1,1,1,1,2
28942,1,1,1,1,1,1,1,4
11298,1,1,1,1,1,1,1,1
14489,1,1,1,0,1,1,0,1
1851,0,1,0,0,1,0,1,0
21201,1,1,0,1,1,1,1,2
60770,1,1,1,1,1,1,1,8
3917,1,0,1,0,0,0,1,1
9888,1,0,0,0,0,0,0,1
40339,1,1,1,1,1,1,1,5
40825,1,1,1,1,1,1,1,5
29265,1,1,1,1,1,1,1,4
42329,1,1,1,1,1,1,1,5
50189,1,1,1,1,1,1,1,7
30724,1,1,1,1,1,1,1,4
14005,1,1,1,1,1,1,1,1
26574,0,1,0,1,1,1,1,3
21841,0,0,0,0,0,0,0,2
55135,1,1,1,1,1,1,1,7
54432,1,1,1,1,1,1,1,7
39510,1,1,1,1,1,1,1,5
8798,1,1,1,1,1,1,1,1
1121,0,1,0,1,1,1,1,0
32161,1,1,1,1,1,1,1,5
30031,1,1,1,1,1,1,1,4
49734,1,0,1,1,0,1,0,7
24476,0,0,0,0,0,0,0,2
37081,1,1,1,1,1,1,1,5
59553,1,1,1,1,1,1,1,8
34381,1,1,1,1,1,1,1,5
16188,1,1,1,1,1,1,1,1
9658,1,1,1,1,1,1,0,1
30125,1,1,1,1,1,1,1,4
38501,1,1,1,1,1,1,0,5
56168,1,1,1,1,1,1,1,7
25785,1,0,0,1,1,0,1,2
2439,1,1,1,1,1,1,1,1
35342,1,1,1,1,1,1,1,5
50071,1,1,1,1,1,1,1,7
35909,1,1,1,1,1,1,1,5
2555,1,1,1,1,1,1,1,1
6329,1,1,1,1,1,1,1,1
9491,0,0,1,0,0,0,0,1
3684,1,1,1,1,1,1,1,1
27050,1,0,0,0,0,0,0,3
35765,0,0,0,0,0,0,0,5
20038,0,0,0,0,0,0,0,2
57211,1,1,0,1,1,1,1,8
51967,1,1,1,1,1,1,1,7
53175,1,1,1,1,1,1,1,7
58001,1,1,1,1,1,1,1,8
19217,0,0,0,0,0,0,0,2
39445,1,1,0,1,1,1,1,5
48504,1,1,1,1,1,1,1,7
36739,1,1,1,1,1,1,1,5
50940,0,0,0,0,0,0,0,7
37293,1,1,1,1,1,1,1,5
58312,0,1,1,1,0,0,1,8
12426,0,0,1,1,0,0,0,1
52409,1,1,1,1,1,1,1,7
48538,1,1,1,1,1,1,1,7
58279,1,1,1,1,1,1,1,8
49484,1,1,1,1,1,1,1,7
9364,1,1,1,1,1,1,1,1
55202,1,1,1,1,1,1,1,7
33750,0,1,0,0,0,0,0,5
45235,1,1,1,1,1,1,1,5
60455,0,1,1,1,1,1,1,8
60335,1,1,1,0,1,1,1,8
3757,1,1,1,1,1,1,1,1
3887,1,1,1,1,1,1,1,1
17544,1,1,1,1,1,1,1,1
10896,1,1,1,1,1,1,1,1
11888,1,1,1,1,1,1,1,1
39659,1,1,1,1,1,1,1,5
577,0,0,0,0,0,0,0,0
23992,1,0,0,0,0,1,0,2
57069,1,1,1,1,1,1,1,8
9948,0,1,1,1,1,1,1,1
40986,1,1,1,1,1,1,1,5
27328,0,0,0,0,0,0,0,3
51269,1,1,1,1,1,1,0,7
35889,1,1,1,1,1,1,1,5
34200,1,1,1,1,1,1,1,5
37730,1,1,1,1,1,1,1,5
3061,1,1,1,1,1,1,1,1
5442,0,1,1,1,1,1,1,1
43711,1,0,1,1,1,1,1,5
16716,0,1,1,1,1,1,1,1
37659,1,1,1,1,1,1,1,5
58611,1,1,1,1,1,1,1,8
36973,0,0,0,0,0,0,0,5
25491,0,0,0,0,0,0,0,2
59686,1,1,1,1,1,1,1,8
39149,1,1,1,1,1,1,1,5
61404,1,1,1,1,1,1,1,8
45895,1,1,1,1,1,1,1,6
24374,0,0,0,0,0,0,0,2
16850,0,1,1,1,1,1,1,1
20260,0,0,0,0,0,0,0,2
35922,1,1,1,1,1,1,1,5
48295,1,1,1,1,1,1,1,6
61384,0,0,0,0,0,0,0,8
52031,1,1,1,1,1,1,1,7
25587,1,1,0,1,1,1,0,2
8059,1,1,1,1,1,1,1,1
29804,0,0,0,0,1,0,0,4
52191,1,1,1,1,1,1,1,7
9053,1,1,1,1,0,1,0,1
7663,0,1,1,1,1,1,1,1
35799,1,1,1,1,1,1,1,5
28277,1,1,0,0,1,0,0,3
51291,1,1,1,1,1,1,1,7
54435,1,1,1,1,1,1,1,7
7086,1,1,1,1,1,1,1,1
59812,0,1,1,1,0,1,0,8
7721,1,1,1,1,1,1,1,1
57396,0,1,1,1,0,1,0,8
47567,1,0,0,1,1,1,1,6
20934,1,0,0,1,1,1,1,2
41252,1,1,1,1,1,1,1,5
11997,1,1,1,1,1,1,1,1
59517,1,1,1,1,1,1,1,8
31040,1,1,1,1,1,1,1,4
49360,1,1,1,1,1,1,1,7
33280,1,1,1,1,1,1,1,5
37799,0,1,1,1,1,1,1,5
3595,1,1,1,1,1,1,1,1
40999,1,1,1,1,1,1,1,5
12865,1,1,1,1,1,1,1,1
29592,1,1,1,1,1,1,1,4
23027,0,1,0,1,0,1,1,2
55555,1,1,1,1,1,1,1,7
55689,0,0,1,0,1,0,0,7
55561,1,1,1,1,1,1,1,7
814,1,1,0,1,1,1,1,0
23207,0,0,0,0,0,0,1,2
23606,0,0,0,1,0,1,1,2
56488,1,1,1,1,1,1,1,7
24826,1,1,0,1,1,1,1,2
9429,1,1,1,1,1,1,1,1
25060,1,0,0,0,0,0,0,2
53484,1,1,1,1,1,1,0,7
32679,1,1,1,1,1,1,1,5
8987,1,1,1,1,1,1,0,1
16511,1,1,1,1,1,1,1,1
29423,1,1,1,1,1,1,1,4
34342,1,1,1,1,1,1,1,5
24852,1,1,0,1,1,1,1,2
25149,1,0,0,1,1,1,1,2
39427,0,0,0,0,0,0,0,5
60151,1,1,1,1,1,1,1,8
26338,1,1,0,1,1,1,1,3
18827,0,0,0,0,0,0,0,2
48983,1,1,1,1,1,1,1,7
44757,1,1,1,1,1,1,1,5
10314,1,1,1,1,1,1,1,1
1381,0,0,0,0,0,0,0,0
22850,1,0,0,1,1,1,1,2
670,0,1,0,1,1,1,1,0
31365,1,1,1,1,1,1,1,4
38154,1,1,1,1,1,1,1,5
31662,1,1,1,1,1,1,1,5
5161,1,0,1,1,0,1,1,1
37976,1,1,1,1,1,1,1,5
27732,1,0,0,0,0,0,0,3
18602,1,1,0,1,1,0,1,2
3105,1,1,1,1,1,1,1,1
29676,1,1,1,1,1,1,1,4
53162,1,1,1,1,1,1,1,7
37878,1,1,1,1,1,1,1,5
11003,0,0,1,1,1,1,1,1
51053,1,1,1,1,1,1,1,7
49840,1,1,1,1,1,1,1,7
39864,1,1,1,1,1,1,1,5
2237,0,1,1,0,0,0,0,1
29263,1,1,1,1,1,1,1,4
16686,1,1,1,1,1,1,1,1
19482,1,0,0,1,0,1,0,2
627,0,0,0,0,0,0,0,0
42842,1,1,1,1,1,1,1,5
3633,1,1,1,1,1,1,1,1
44661,1,1,1,1,1,1,1,5
55919,1,1,1,1,1,1,1,7
30366,1,1,1,1,1,1,1,4
27824,0,1,0,0,1,0,0,3
19662,0,0,0,1,0,1,0,2
46859,1,1,1,1,1,1,1,6
13889,1,1,1,1,1,1,1,1
6731,1,1,1,1,1,1,1,1
8037,1,1,1,1,1,1,1,1
61127,0,1,0,1,1,1,1,8
41484,0,1,0,1,1,1,1,5
44795,1,1,1,1,1,1,1,5
44493,1,1,1,1,1,1,1,5
32020,1,1,1,1,1,1,1,5
35486,1,1,1,1,1,1,1,5
50898,1,1,1,1,1,1,1,7
25564,0,1,0,1,1,1,1,2
16081,1,1,0,0,1,1,1,1
7447,0,0,1,0,1,0,0,1
2416,1,1,1,1,1,1,1,1
4003,0,1,0,1,1,0,1,1
48577,1,1,1,1,1,1,1,7
14824,1,1,1,1,0,0,1,1
5433,0,0,1,0,0,1,1,1
18789,0,0,0,0,0,0,0,2
36225,1,1,1,1,1,1,1,5
38448,1,1,1,0,1,1,1,5
12076,1,1,1,1,1,1,1,1
29356,1,1,1,1,1,1,1,4
46604,0,0,0,1,1,1,0,6
28458,0,0,0,0,0,0,0,3
25179,0,0,0,0,0,0,0,2
8444,1,1,1,1,1,1,1,1
12934,0,0,1,1,0,0,0,1
50879,1,1,1,1,1,1,1,7
52093,1,1,1,1,1,1,1,7
3622,1,1,1,1,1,1,1,1
13197,1,1,1,0,1,0,1,1
9816,1,1,1,1,1,1,1,1
38814,1,1,1,1,1,1,1,5
4465,0,0,1,0,0,1,0,1
37590,1,1,1,1,1,1,1,5
23237,0,0,0,0,1,0,0,2
33598,1,1,1,1,1,1,1,5
61449,1,1,1,1,1,1,1,8
4876,1,1,1,1,1,1,1,1
13081,0,1,1,1,1,1,1,1
51125,1,1,1,1,1,1,1,7
15987,1,1,1,1,1,1,1,1
1497,0,0,0,0,0,0,0,0
44371,1,1,1,1,1,1,1,5
22964,0,0,0,0,0,0,0,2
11928,1,1,1,1,1,1,1,1
55905,1,1,1,1,1,1,1,7
45484,1,1,1,1,1,1,1,5
2163,1,1,1,1,1,0,1,1
34692,1,1,1,1,1,1,1,5
56042,1,0,0,0,0,0,0,7
4532,1,1,1,1,1,1,1,1
29650,1,1,1,1,1,1,1,4
30072,1,1,1,1,1,1,1,4
24350,0,0,0,0,0,1,0,2
31339,0,0,0,0,0,0,0,4
43724,1,1,1,1,1,1,1,5
19575,0,0,0,0,0,1,0,2
59457,1,1,1,1,1,1,1,8
3401,1,1,1,1,1,1,1,1
27921,0,0,0,1,1,1,1,3
58750,1,1,1,1,1,1,1,8
43502,1,1,1,1,1,1,1,5
57514,1,1,1,1,1,1,1,8
61204,1,1,1,1,1,1,1,8
26141,0,0,0,0,0,0,0,3
47167,0,0,0,0,0,0,0,6
16275,1,1,1,1,1,1,1,1
35171,1,1,1,1,1,1,1,5
21239,0,0,0,0,0,0,0,2
15835,1,1,1,1,1,1,1,1
8553,1,1,1,1,0,0,1,1
17185,1,0,1,1,1,1,1,1
60810,1,1,1,1,1,1,1,8
60155,1,0,0,0,0,0,0,8
8668,1,1,1,1,1,1,1,1
32237,0,0,0,0,0,0,0,5
28447,0,0,0,0,0,0,0,3
41364,1,1,1,1,1,1,1,5
53606,1,1,1,1,1,1,1,7
26290,0,0,0,0,0,0,0,3
58726,1,1,1,1,1,1,1,8
4404,1,1,1,1,1,1,1,1
36118,1,1,1,1,1,1,1,5
45269,1,1,1,0,1,0,1,5
53282,1,1,1,1,1,1,1,7
57422,1,1,1,1,1,1,1,8
39943,1,1,1,1,1,1,1,5
7162,1,1,1,1,1,1,1,1
29196,1,1,1,1,1,1,1,4
49135,1,1,1,1,1,1,1,7
13175,1,1,1,1,1,1,1,1
16505,1,1,1,1,1,1,1,1
42572,1,1,1,1,1,1,1,5
1606,1,1,1,1,1,1,1,0
57173,1,1,0,0,1,0,0,8
3335,1,1,1,1,1,1,0,1
58507,1,1,1,1,1,1,1,8
30314,1,1,1,1,1,1,1,4
36598,1,1,1,1,1,1,1,5
9132,1,1,1,1,1,1,0,1
43038,1,1,0,1,1,0,1,5
60846,1,0,1,1,1,1,1,8
22776,1,1,0,0,1,1,0,2
4642,1,1,1,1,1,1,1,1
21577,1,1,0,1,1,1,1,2
21335,0,0,0,1,1,0,0,2
6013,1,1,1,0,1,0,1,1
43874,1,1,1,1,1,1,1,5
23457,0,0,0,0,0,0,0,2
51343,1,1,1,1,1,1,1,7
54656,1,1,1,1,1,1,1,7
41135,1,1,1,1,1,1,1,5
55516,1,1,1,1,1,1,1,7
58188,1,1,1,1,1,1,1,8
60284,1,1,1,1,1,1,1,8
26473,0,0,0,1,1,1,1,3
29383,1,1,1,1,1,1,1,4
25191,0,1,0,0,1,1,0,2
50922,0,0,0,0,0,0,0,7
60781,1,1,1,1,1,1,1,8
15328,1,1,1,1,1,1,1,1
31398,1,1,0,1,1,0,1,4
36046,1,1,1,1,1,1,1,5
6601,1,0,1,0,0,0,0,1
33423,1,1,1,1,1,1,1,5
59278,1,1,1,1,1,1,1,8
33547,1,1,1,1,1,1,1,5
2559,1,1,1,1,1,1,1,1
11299,1,1,1,1,1,1,1,1
9057,0,1,1,1,1,1,1,1
16200,0,0,1,0,1,1,1,1
8220,1,0,1,1,1,0,1,1
17181,1,1,1,1,1,1,1,1
17338,1,1,1,1,1,1,1,1
39012,1,1,1,1,1,1,1,5
53867,1,1,1,1,1,1,1,7
48155,1,0,0,1,0,0,0,6
61312,1,1,0,1,1,1,1,8
12664,1,1,1,1,1,1,1,1
13486,0,1,1,1,1,1,1,1
34975,1,1,1,1,1,1,1,5
24212,1,1,0,1,1,1,1,2
45670,0,0,0,0,0,0,0,6
43396,1,1,1,1,1,1,1,5
43404,1,1,1,1,1,1,1,5
40787,1,1,1,1,1,1,1,5
53491,1,1,1,1,1,1,1,7
51455,1,1,1,1,1,1,1,7
25811,1,1,0,1,1,1,1,2
14107,1,1,1,1,1,1,1,1
20354,0,0,0,0,0,0,1,2
56899,1,1,1,1,1,1,1,7
4458,0,1,1,1,1,1,1,1
50873,1,1,1,1,1,1,1,7
57345,1,1,1,1,1,1,1,8
56238,1,1,1,1,1,1,1,7
25364,0,0,0,0,1,0,0,2
13712,1,1,1,1,1,1,1,1
45727,1,1,1,1,1,1,1,6
13458,1,1,1,1,1,1,1,1
52284,1,1,1,1,1,1,1,7
27887,0,1,0,1,1,1,1,3
36104,1,1,1,1,1,1,1,5
60941,1,1,1,1,1,1,1,8
4024,1,1,1,0,1,1,1,1
20936,0,0,0,0,0,0,0,2
36348,1,1,1,1,1,1,1,5
23050,1,0,0,1,0,0,0,2
56231,1,1,1,1,1,1,1,7
51280,1,1,1,1,1,1,1,7
48485,1,1,0,1,1,1,1,7
15500,1,1,1,1,1,1,1,1
42210,1,1,1,1,1,1,1,5
10980,0,1,1,1,1,0,1,1
36297,0,0,0,1,1,0,1,5
18615,1,0,0,1,1,1,1,2
37549,1,1,1,1,1,1,1,5
9589,0,1,1,1,1,0,1,1
28336,1,0,0,1,1,1,1,3
48168,0,0,0,0,0,0,0,6
54116,1,1,1,1,1,1,1,7
34864,1,1,1,1,1,1,1,5
5490,1,1,1,1,0,1,1,1
47803,0,0,0,0,0,0,0,6
