id,CNN,KNN,LDA,NN,forest,SVM,xgboost,true class
23010,2,2,1,2,2,2,2,2
59575,0,8,7,0,7,0,7,8
23669,1,2,1,1,2,1,1,2
52942,7,7,7,7,7,7,7,7
44465,5,5,5,5,5,5,5,5
52868,7,7,7,5,7,7,7,7
10041,6,1,1,1,1,1,1,1
37960,5,5,5,5,5,5,5,5
41906,5,5,5,5,5,5,5,5
24343,2,1,6,2,2,2,2,2
45556,5,5,5,5,5,5,5,5
13099,1,2,1,1,2,1,1,1
57619,8,8,8,8,8,8,8,8
50754,6,7,7,7,7,7,7,7
43795,5,5,5,5,5,5,5,5
2751,1,1,1,1,1,1,1,1
46172,6,6,1,6,6,6,6,6
4793,1,1,1,1,1,1,1,1
17982,1,1,1,2,1,1,2,1
53206,7,7,7,7,7,7,7,7
32028,5,5,5,5,5,5,5,5
14365,1,1,1,1,1,1,1,1
15427,1,1,1,1,1,1,1,1
25637,1,1,1,1,1,1,2,2
3238,1,1,1,1,1,1,1,1
11666,2,1,1,1,1,1,1,1
43706,5,5,5,5,5,5,5,5
47688,2,2,2,6,2,6,6,6
58656,8,8,8,8,8,8,8,8
39559,5,5,5,5,5,5,5,5
17415,1,1,1,1,1,1,1,1
57594,8,8,8,8,8,8,8,8
22038,0,1,1,1,1,2,1,2
55810,7,7,7,7,7,7,7,7
11112,0,1,7,7,1,0,0,1
19851,1,1,1,1,3,1,1,2
57832,8,8,8,8,8,8,8,8
56178,7,7,7,7,7,7,7,7
22107,2,2,1,1,1,2,1,2
17532,2,1,1,1,1,1,1,1
4911,1,1,1,1,1,1,1,1
24086,1,1,1,1,1,1,2,2
40900,5,5,5,5,5,5,5,5
42217,5,5,5,5,5,5,5,5
42408,8,5,5,5,5,5,5,5
20988,1,1,1,1,1,1,1,2
17958,2,1,1,1,1,1,1,1
15671,1,1,1,3,1,1,1,1
6308,2,2,1,2,2,2,2,1
12759,1,1,1,1,1,1,1,1
3069,1,1,1,1,1,1,1,1
42890,7,6,7,7,5,7,7,5
42005,5,5,5,5,5,5,5,5
51914,7,7,7,7,7,7,7,7
11294,1,1,1,1,1,1,1,1
27987,2,2,1,2,2,2,2,3
39153,5,5,5,5,5,5,5,5
46255,6,6,7,6,7,6,6,6
6395,1,1,1,1,1,1,1,1
578,5,0,7,7,5,7,5,0
41170,5,5,5,5,5,5,5,5
19981,1,1,1,1,1,1,1,2
6109,1,2,1,1,1,1,1,1
32735,5,5,5,5,5,5,5,5
41497,5,5,5,5,5,5,5,5
8889,1,1,1,1,1,1,1,1
11782,3,1,1,2,3,2,3,1
14321,1,1,1,1,1,1,1,1
17221,1,1,1,1,1,1,1,1
41291,6,7,7,5,5,7,5,5
13223,5,2,7,1,1,6,1,1
46756,6,6,7,6,6,6,6,6
60658,8,8,8,8,8,8,8,8
18767,2,2,1,2,2,2,2,2
54363,7,7,7,7,7,0,7,7
965,7,7,7,7,7,7,7,0
46715,6,1,1,1,1,6,6,6
32485,5,5,5,5,5,5,5,5
35677,5,5,5,5,5,5,5,5
29192,4,4,4,4,4,4,4,4
3534,1,1,1,1,1,1,1,1
47426,6,6,5,5,6,6,6,6
26235,7,6,7,7,6,6,6,3
16548,2,1,1,2,1,1,1,1
27490,1,3,1,1,3,1,1,3
22688,1,1,1,2,2,3,2,2
46425,2,2,1,1,2,1,2,6
56977,8,8,8,8,8,8,8,8
56240,7,7,7,7,7,7,7,7
18295,2,1,1,1,2,2,1,2
32552,5,5,5,5,5,5,5,5
28171,5,3,5,3,3,3,3,3
9060,1,1,1,1,1,1,1,1
48597,7,7,7,7,7,7,7,7
6255,1,1,1,1,1,1,1,1
41473,5,5,5,5,5,5,5,5
4985,1,2,1,1,2,1,1,1
30574,4,4,4,4,4,4,4,4
47779,6,6,6,6,6,6,6,6
17918,1,1,1,1,1,1,1,1
48034,5,6,5,5,6,6,5,6
17946,2,2,1,2,1,1,1,1
54840,8,7,7,7,7,8,7,7
12298,2,2,1,2,2,2,2,1
22102,1,2,1,2,2,2,1,2
4697,1,1,1,1,1,1,1,1
54585,7,7,7,7,7,7,7,7
3054,1,1,1,1,1,1,1,1
28628,1,1,1,2,2,2,2,3
49013,7,7,7,7,7,7,7,7
24107,2,2,1,2,2,2,2,2
15520,1,1,1,1,1,1,1,1
737,8,2,7,6,8,0,8,0
2042,1,1,1,1,1,1,1,1
35752,5,5,5,5,5,5,5,5
30688,4,4,4,4,4,4,4,4
36654,5,5,5,5,5,5,5,5
55321,7,7,7,7,7,7,7,7
58889,8,8,8,8,8,8,8,8
39935,5,5,5,5,5,5,5,5
5779,1,2,1,1,1,1,1,1
31303,4,4,4,4,4,4,4,4
6345,1,1,1,2,2,2,1,1
297,0,0,6,0,0,0,0,0
52857,1,7,8,8,7,8,7,7
32680,5,5,5,5,5,5,5,5
27023,1,1,1,1,1,1,3,3
20479,1,2,1,1,2,1,2,2
22668,2,1,1,1,1,1,1,2
51708,7,6,7,7,7,0,7,7
1930,2,2,1,2,2,2,1,1
50360,7,0,5,5,7,0,7,7
36613,5,5,5,5,5,5,5,5
40481,5,5,5,5,5,5,5,5
34799,5,5,5,5,5,5,5,5
43776,5,5,5,5,5,5,5,5
12697,2,2,1,2,2,2,2,1
4290,1,1,1,1,1,1,1,1
13011,2,2,1,2,1,2,1,1
2858,2,1,1,1,1,1,1,1
31685,5,5,5,5,5,5,5,5
21761,1,1,1,1,1,1,1,2
55246,7,7,7,7,7,7,7,7
29682,3,4,4,4,4,4,3,4
5979,1,1,1,1,1,1,1,1
11028,1,2,1,2,2,2,2,1
26269,1,1,1,1,1,1,1,3
18635,2,1,1,1,2,1,1,2
15861,1,1,1,1,1,1,1,1
10181,1,1,1,1,1,1,1,1
52005,7,7,7,7,7,7,7,7
29626,4,4,4,4,4,4,4,4
58542,8,8,8,8,8,8,8,8
40112,5,5,5,5,5,5,5,5
9919,1,2,1,2,1,1,1,1
24284,1,2,1,1,2,2,1,2
46761,7,6,7,7,7,7,7,6
38604,5,5,5,5,5,5,5,5
38432,5,5,5,5,5,5,5,5
1269,7,7,7,7,7,7,7,0
34062,5,5,5,5,5,5,5,5
15051,1,1,1,1,1,1,1,1
55500,7,7,7,7,7,7,7,7
13760,1,1,1,1,1,1,1,1
37361,5,5,5,5,5,5,5,5
22775,1,2,1,1,1,1,2,2
30468,4,4,4,4,4,4,4,4
32003,5,5,5,5,5,5,5,5
9620,1,1,1,1,1,1,1,1
12926,1,1,1,1,1,1,1,1
16257,1,1,1,1,1,1,1,1
44159,5,5,5,5,5,5,5,5
38428,5,5,5,5,5,5,5,5
20905,2,2,1,1,1,1,1,2
30050,4,4,4,4,4,4,4,4
40216,5,5,5,5,5,5,5,5
10357,1,2,1,2,2,2,2,1
13734,1,1,1,1,1,1,1,1
14592,2,1,1,2,1,1,1,1
42002,5,5,5,5,5,5,5,5
24217,1,2,1,2,2,2,1,2
34681,5,0,5,5,5,5,5,5
21400,2,2,1,2,2,1,2,2
34151,5,5,5,5,5,5,5,5
42288,5,5,5,5,5,5,5,5
23980,2,2,1,2,2,2,2,2
27413,1,1,1,1,3,3,1,3
61298,8,8,8,8,8,8,8,8
40813,5,5,5,5,5,5,5,5
24169,1,2,1,2,1,2,2,2
21050,2,1,1,1,1,1,1,2
1219,8,0,8,8,0,8,0,0
27601,3,3,1,3,3,3,3,3
28801,4,4,4,4,4,4,4,4
24714,2,1,1,2,2,1,2,2
44804,5,5,5,5,5,5,5,5
13039,1,2,1,1,1,1,1,1
1956,3,1,1,3,3,1,3,1
23798,2,2,1,2,2,2,2,2
14307,1,1,1,1,1,1,1,1
25026,1,1,1,1,1,1,1,2
28298,1,1,1,1,1,1,1,3
4369,1,1,1,1,1,1,1,1
24277,1,1,1,3,1,2,2,2
27103,3,1,1,1,1,1,1,3
453,0,0,7,0,0,0,0,0
26101,2,2,1,3,3,3,3,3
1062,5,0,5,0,0,0,5,0
13672,6,1,1,2,2,2,2,1
61539,8,8,8,8,8,8,8,8
57155,8,8,8,8,8,8,8,8
32703,5,5,5,5,5,5,5,5
10063,1,2,1,1,2,1,1,1
17756,1,1,1,1,1,1,1,1
48791,5,7,5,5,7,5,5,7
41842,5,5,5,5,5,5,5,5
35653,5,5,5,5,5,5,5,5
29003,4,4,4,4,4,4,4,4
54495,7,7,7,7,7,7,7,7
30318,4,4,4,4,4,4,4,4
53662,7,7,7,7,7,7,7,7
14336,1,1,1,1,1,1,1,1
49299,8,8,8,8,8,8,8,7
34173,5,5,5,5,5,5,5,5
8917,2,1,1,1,1,2,1,1
15799,1,1,1,1,1,1,1,1
47520,6,6,6,6,6,6,6,6
41103,5,5,5,5,5,5,5,5
41317,5,5,5,5,5,5,5,5
17191,1,1,1,1,1,1,1,1
34027,5,5,5,5,5,5,5,5
60504,8,8,8,8,8,8,8,8
6858,1,1,1,1,2,2,2,1
31152,4,4,4,4,4,4,4,4
11463,1,1,1,1,1,1,1,1
27648,3,2,1,3,3,3,3,3
50366,7,7,7,7,7,7,7,7
32428,5,5,5,5,5,5,5,5
3143,3,2,1,2,2,2,2,1
1932,1,1,1,1,1,1,1,1
43605,5,5,5,5,5,5,5,5
24197,2,2,1,2,2,2,2,2
39459,5,6,5,5,5,7,5,5
8611,1,1,1,1,1,1,1,1
1642,8,8,8,8,8,8,8,0
23674,2,2,1,2,2,2,2,2
28942,4,4,4,4,4,4,4,4
11298,1,1,1,1,1,1,1,1
14489,1,1,1,6,1,1,2,1
1851,8,0,8,8,0,8,0,0
21201,2,2,1,2,2,2,2,2
60770,8,8,8,8,8,8,8,8
3917,1,2,1,2,2,2,1,1
9888,1,6,6,2,6,6,6,1
40339,5,5,5,5,5,5,5,5
40825,5,5,5,5,5,5,5,5
29265,4,4,4,4,4,4,4,4
42329,5,5,5,5,5,5,5,5
50189,7,7,7,7,7,7,7,7
30724,4,4,4,4,4,4,4,4
14005,1,1,1,1,1,1,1,1
26574,1,3,1,3,3,3,3,3
21841,1,1,4,1,1,1,1,2
55135,7,7,7,7,7,7,7,7
54432,7,7,7,7,7,7,7,7
39510,5,5,5,5,5,5,5,5
8798,1,1,1,1,1,1,1,1
1121,8,0,8,0,0,0,0,0
32161,5,5,5,5,5,5,5,5
30031,4,4,4,4,4,4,4,4
49734,7,5,7,7,5,7,0,7
24476,1,1,1,1,1,1,1,2
37081,5,5,5,5,5,5,5,5
59553,8,8,8,8,8,8,8,8
34381,5,5,5,5,5,5,5,5
16188,1,1,1,1,1,1,1,1
9658,1,1,1,1,1,1,2,1
30125,4,4,4,4,4,4,4,4
38501,5,5,5,5,5,5,3,5
56168,7,7,7,7,7,7,7,7
25785,2,1,1,2,2,1,2,2
2439,1,1,1,1,1,1,1,1
35342,5,5,5,5,5,5,5,5
50071,7,7,7,7,7,7,7,7
35909,5,5,5,5,5,5,5,5
2555,1,1,1,1,1,1,1,1
6329,1,1,1,1,1,1,1,1
9491,2,2,1,3,2,3,3,1
3684,1,1,1,1,1,1,1,1
27050,3,5,5,5,5,5,5,3
35765,8,8,8,8,8,8,8,5
20038,1,1,1,1,1,1,1,2
57211,8,8,1,8,8,8,8,8
51967,7,7,7,7,7,7,7,7
53175,7,7,7,7,7,7,7,7
58001,8,8,8,8,8,8,8,8
19217,1,1,1,1,1,1,1,2
39445,5,5,8,5,5,5,5,5
48504,7,7,7,7,7,7,7,7
36739,5,5,5,5,5,5,5,5
50940,8,5,5,5,5,0,5,7
37293,5,5,5,5,5,5,5,5
58312,0,8,8,8,0,0,8,8
12426,2,2,1,1,2,2,2,1
52409,7,7,7,7,7,7,7,7
48538,7,7,7,7,7,7,7,7
58279,8,8,8,8,8,8,8,8
49484,7,7,7,7,7,7,7,7
9364,1,1,1,1,1,1,1,1
55202,7,7,7,7,7,7,7,7
33750,1,5,1,6,7,6,6,5
45235,5,5,5,5,5,5,5,5
60455,0,8,8,8,8,8,8,8
60335,8,8,8,0,8,8,8,8
3757,1,1,1,1,1,1,1,1
3887,1,1,1,1,1,1,1,1
17544,1,1,1,1,1,1,1,1
10896,1,1,1,1,1,1,1,1
11888,1,1,1,1,1,1,1,1
39659,5,5,5,5,5,5,5,5
577,6,1,6,6,6,6,6,0
23992,2,1,1,1,1,2,1,2
57069,8,8,8,8,8,8,8,8
9948,8,1,1,1,1,1,1,1
40986,5,5,5,5,5,5,5,5
27328,1,1,1,1,1,1,1,3
51269,7,7,7,7,7,7,6,7
35889,5,5,5,5,5,5,5,5
34200,5,5,5,5,5,5,5,5
37730,5,5,5,5,5,5,5,5
3061,1,1,1,1,1,1,1,1
5442,2,1,1,1,1,1,1,1
43711,5,0,5,5,5,5,5,5
16716,2,1,1,1,1,1,1,1
37659,5,5,5,5,5,5,5,5
58611,8,8,8,8,8,8,8,8
36973,6,6,6,6,6,6,6,5
25491,1,1,1,1,1,1,1,2
59686,8,8,8,8,8,8,8,8
39149,5,5,5,5,5,5,5,5
61404,8,8,8,8,8,8,8,8
45895,6,6,6,6,6,6,6,6
24374,1,6,1,1,6,1,6,2
16850,2,1,1,1,1,1,1,1
20260,1,1,1,1,1,1,1,2
35922,5,5,5,5,5,5,5,5
48295,6,6,6,6,6,6,6,6
61384,7,7,7,7,7,7,7,8
52031,7,7,7,7,7,7,7,7
25587,2,2,1,2,2,2,1,2
8059,1,1,1,1,1,1,1,1
29804,2,2,1,1,4,2,1,4
52191,7,7,7,7,7,7,7,7
9053,1,1,1,1,6,1,7,1
7663,2,1,1,1,1,1,1,1
35799,5,5,5,5,5,5,5,5
28277,3,3,5,5,3,5,5,3
51291,7,7,7,7,7,7,7,7
54435,7,7,7,7,7,7,7,7
7086,1,1,1,1,1,1,1,1
59812,4,8,8,8,4,8,4,8
7721,1,1,1,1,1,1,1,1
57396,7,8,8,8,5,8,5,8
47567,6,1,7,6,6,6,6,6
20934,2,1,1,2,2,2,2,2
41252,5,5,5,5,5,5,5,5
11997,1,1,1,1,1,1,1,1
59517,8,8,8,8,8,8,8,8
31040,4,4,4,4,4,4,4,4
49360,7,7,7,7,7,7,7,7
33280,5,5,5,5,5,5,5,5
37799,8,5,5,5,5,5,5,5
3595,1,1,1,1,1,1,1,1
40999,5,5,5,5,5,5,5,5
12865,1,1,1,1,1,1,1,1
29592,4,4,4,4,4,4,4,4
23027,3,2,1,2,3,2,2,2
55555,7,7,7,7,7,7,7,7
55689,0,0,7,0,7,0,0,7
55561,7,7,7,7,7,7,7,7
814,0,0,7,0,0,0,0,0
23207,1,1,1,1,1,1,2,2
23606,1,1,1,2,1,2,2,2
56488,7,7,7,7,7,7,7,7
24826,2,2,1,2,2,2,2,2
9429,1,1,1,1,1,1,1,1
25060,2,1,1,1,1,1,1,2
53484,7,7,7,7,7,7,6,7
32679,5,5,5,5,5,5,5,5
8987,1,1,1,1,1,1,2,1
16511,1,1,1,1,1,1,1,1
29423,4,4,4,4,4,4,4,4
34342,5,5,5,5,5,5,5,5
24852,2,2,1,2,2,2,2,2
25149,2,1,1,2,2,2,2,2
39427,6,6,6,6,6,6,6,5
60151,8,8,8,8,8,8,8,8
26338,3,3,1,3,3,3,3,3
18827,1,1,1,1,1,1,1,2
48983,7,7,7,7,7,7,7,7
44757,5,5,5,5,5,5,5,5
10314,1,1,1,1,1,1,1,1
1381,8,8,8,8,8,8,8,0
22850,2,1,1,2,2,2,2,2
670,8,0,8,0,0,0,0,0
31365,4,4,4,4,4,4,4,4
38154,5,5,5,5,5,5,5,5
31662,5,5,5,5,5,5,5,5
5161,1,2,1,1,2,1,1,1
37976,5,5,5,5,5,5,5,5
27732,3,1,1,2,1,1,1,3
18602,2,2,1,2,2,1,2,2
3105,1,1,1,1,1,1,1,1
29676,4,4,4,4,4,4,4,4
53162,7,7,7,7,7,7,7,7
37878,5,5,5,5,5,5,5,5
11003,2,2,1,1,1,1,1,1
51053,7,7,7,7,7,7,7,7
49840,7,7,7,7,7,7,7,7
39864,5,5,5,5,5,5,5,5
2237,2,1,1,2,2,2,2,1
29263,4,4,4,4,4,4,4,4
16686,1,1,1,1,1,1,1,1
19482,2,1,1,2,1,2,1,2
627,8,8,8,8,8,8,8,0
42842,5,5,5,5,5,5,5,5
3633,1,1,1,1,1,1,1,1
44661,5,5,5,5,5,5,5,5
55919,7,7,7,7,7,7,7,7
30366,4,4,4,4,4,4,4,4
27824,1,3,1,2,3,1,2,3
19662,4,1,1,2,1,2,1,2
46859,6,6,6,6,6,6,6,6
13889,1,1,1,1,1,1,1,1
6731,1,1,1,1,1,1,1,1
8037,1,1,1,1,1,1,1,1
61127,7,8,7,8,8,8,8,8
41484,7,5,7,5,5,5,5,5
44795,5,5,5,5,5,5,5,5
44493,5,5,5,5,5,5,5,5
32020,5,5,5,5,5,5,5,5
35486,5,5,5,5,5,5,5,5
50898,7,7,7,7,7,7,7,7
25564,1,2,1,2,2,2,2,2
16081,1,1,8,8,1,1,1,1
7447,5,2,1,5,1,5,5,1
2416,1,1,1,1,1,1,1,1
4003,6,1,7,1,1,7,1,1
48577,7,7,7,7,7,7,7,7
14824,1,1,1,1,2,2,1,1
5433,3,2,1,3,3,1,1,1
18789,1,1,1,1,1,1,1,2
36225,5,5,5,5,5,5,5,5
38448,5,5,5,3,5,5,5,5
12076,1,1,1,1,1,1,1,1
29356,4,4,4,4,4,4,4,4
46604,1,1,1,6,6,6,1,6
28458,1,1,1,1,1,1,1,3
25179,1,1,1,1,1,1,1,2
8444,1,1,1,1,1,1,1,1
12934,2,2,1,1,2,2,2,1
50879,7,7,7,7,7,7,7,7
52093,7,7,7,7,7,7,7,7
3622,1,1,1,1,1,1,1,1
13197,1,1,1,2,1,2,1,1
9816,1,1,1,1,1,1,1,1
38814,5,5,5,5,5,5,5,5
4465,2,2,1,2,2,1,2,1
37590,5,5,5,5,5,5,5,5
23237,1,1,1,1,2,1,1,2
33598,5,5,5,5,5,5,5,5
61449,8,8,8,8,8,8,8,8
4876,1,1,1,1,1,1,1,1
13081,3,1,1,1,1,1,1,1
51125,7,7,7,7,7,7,7,7
15987,1,1,1,1,1,1,1,1
1497,7,8,7,7,7,7,7,0
44371,5,5,5,5,5,5,5,5
22964,1,1,1,1,1,1,1,2
11928,1,1,1,1,1,1,1,1
55905,7,7,7,7,7,7,7,7
45484,5,5,5,5,5,5,5,5
2163,1,1,1,1,1,2,1,1
34692,5,5,5,5,5,5,5,5
56042,7,5,5,5,5,5,5,7
4532,1,1,1,1,1,1,1,1
29650,4,4,4,4,4,4,4,4
30072,4,4,4,4,4,4,4,4
24350,1,1,1,1,1,2,1,2
31339,2,1,1,1,2,1,1,4
43724,5,5,5,5,5,5,5,5
19575,1,1,1,1,1,2,1,2
59457,8,8,8,8,8,8,8,8
3401,1,1,1,1,1,1,1,1
27921,2,1,1,3,3,3,3,3
58750,8,8,8,8,8,8,8,8
43502,5,5,5,5,5,5,5,5
57514,8,8,8,8,8,8,8,8
61204,8,8,8,8,8,8,8,8
26141,1,1,1,1,1,1,1,3
47167,1,1,1,1,1,1,1,6
16275,1,1,1,1,1,1,1,1
35171,5,5,5,5,5,5,5,5
21239,1,1,1,1,1,1,1,2
15835,1,1,1,1,1,1,1,1
8553,1,1,1,1,2,2,1,1
17185,1,2,1,1,1,1,1,1
60810,8,8,8,8,8,8,8,8
60155,8,5,5,5,5,5,5,8
8668,1,1,1,1,1,1,1,1
32237,6,6,6,6,6,6,6,5
28447,1,1,1,1,1,1,2,3
41364,5,5,5,5,5,5,5,5
53606,7,7,7,7,7,7,7,7
26290,2,1,1,1,1,2,1,3
58726,8,8,8,8,8,8,8,8
4404,1,1,1,1,1,1,1,1
36118,5,5,5,5,5,5,5,5
45269,5,5,5,8,5,8,5,5
53282,7,7,7,7,7,7,7,7
57422,8,8,8,8,8,8,8,8
39943,5,5,5,5,5,5,5,5
7162,1,1,1,1,1,1,1,1
29196,4,4,4,4,4,4,4,4
49135,7,7,7,7,7,7,7,7
13175,1,1,1,1,1,1,1,1
16505,1,1,1,1,1,1,1,1
42572,5,5,5,5,5,5,5,5
1606,0,0,0,0,0,0,0,0
57173,8,8,1,1,8,1,1,8
3335,1,1,1,1,1,1,2,1
58507,8,8,8,8,8,8,8,8
30314,4,4,4,4,4,4,4,4
36598,5,5,5,5,5,5,5,5
9132,1,1,1,1,1,1,2,1
43038,5,5,7,5,5,8,5,5
60846,8,0,8,8,8,8,8,8
22776,2,2,1,1,2,2,1,2
4642,1,1,1,1,1,1,1,1
21577,2,2,4,2,2,2,2,2
21335,3,1,1,2,2,1,1,2
6013,1,1,1,2,1,2,1,1
43874,5,5,5,5,5,5,5,5
23457,1,1,1,1,1,1,1,2
51343,7,7,7,7,7,7,7,7
54656,7,7,7,7,7,7,7,7
41135,5,5,5,5,5,5,5,5
55516,7,7,7,7,7,7,7,7
58188,8,8,8,8,8,8,8,8
60284,8,8,8,8,8,8,8,8
26473,1,1,1,3,3,3,3,3
29383,4,4,4,4,4,4,4,4
25191,1,2,1,1,2,2,1,2
50922,2,2,1,2,2,2,2,7
60781,8,8,8,8,8,8,8,8
15328,1,1,1,1,1,1,1,1
31398,4,4,1,4,4,1,4,4
36046,5,5,5,5,5,5,5,5
6601,1,6,1,2,6,2,2,1
33423,5,5,5,5,5,5,5,5
59278,8,8,8,8,8,8,8,8
33547,5,5,5,5,5,5,5,5
2559,1,1,1,1,1,1,1,1
11299,1,1,1,1,1,1,1,1
9057,2,1,1,1,1,1,1,1
16200,2,2,1,2,1,1,1,1
8220,1,2,1,1,1,2,1,1
17181,1,1,1,1,1,1,1,1
17338,1,1,1,1,1,1,1,1
39012,5,5,5,5,5,5,5,5
53867,7,7,7,7,7,7,7,7
48155,6,7,5,6,7,5,5,6
61312,8,8,7,8,8,8,8,8
12664,1,1,1,1,1,1,1,1
13486,2,1,1,1,1,1,1,1
34975,5,5,5,5,5,5,5,5
24212,2,2,1,2,2,2,2,2
45670,1,1,1,1,1,1,1,6
43396,5,5,5,5,5,5,5,5
43404,5,5,5,5,5,5,5,5
40787,5,5,5,5,5,5,5,5
53491,7,7,7,7,7,7,7,7
51455,7,7,7,7,7,7,7,7
25811,2,2,1,2,2,2,2,2
14107,1,1,1,1,1,1,1,1
20354,1,1,4,1,1,1,2,2
56899,7,7,7,7,7,7,7,7
4458,2,1,1,1,1,1,1,1
50873,7,7,7,7,7,7,7,7
57345,8,8,8,8,8,8,8,8
56238,7,7,7,7,7,7,7,7
25364,1,1,1,1,2,1,1,2
13712,1,1,1,1,1,1,1,1
45727,6,6,6,6,6,6,6,6
13458,1,1,1,1,1,1,1,1
52284,7,7,7,7,7,7,7,7
27887,1,3,1,3,3,3,3,3
36104,5,5,5,5,5,5,5,5
60941,8,8,8,8,8,8,8,8
4024,1,1,1,2,1,1,1,1
20936,1,1,1,1,1,1,1,2
36348,5,5,5,5,5,5,5,5
23050,2,1,1,2,1,1,1,2
56231,7,7,7,7,7,7,7,7
51280,7,7,7,7,7,7,7,7
48485,7,7,5,7,7,7,7,7
15500,1,1,1,1,1,1,1,1
42210,5,5,5,5,5,5,5,5
10980,2,1,1,1,1,2,1,1
36297,7,0,7,5,5,7,5,5
18615,2,1,4,2,2,2,2,2
37549,5,5,5,5,5,5,5,5
9589,2,1,1,1,1,2,1,1
28336,3,2,1,3,3,3,3,3
48168,1,1,1,1,1,1,1,6
54116,7,7,7,7,7,7,7,7
34864,5,5,5,5,5,5,5,5
5490,1,1,1,1,2,1,1,1
47803,1,2,1,1,1,1,1,6
52889,7,7,7,7,7,7,7,7
45490,5,5,5,5,5,5,5,5
13663,1,1,1,1,1,1,1,1
10221,1,1,1,1,1,1,1,1
15326,1,1,1,1,1,1,1,1
55578,7,7,7,7,7,7,7,7
22258,1,2,1,2,2,1,2,2
58648,8,8,8,8,8,8,8,8
34940,5,5,5,5,5,5,5,5
52427,7,7,7,7,7,7,7,7
48820,7,0,7,7,7,0,7,7
61823,8,8,8,8,8,8,8,8
27268,1,2,1,1,2,1,2,3
44015,5,5,5,5,5,5,5,5
56266,7,7,7,7,7,7,7,7
19345,2,1,1,2,1,2,1,2
2965,2,1,1,1,1,1,1,1
16216,1,1,1,1,1,1,1,1
50398,7,7,7,7,7,7,7,7
45359,5,0,5,5,5,5,5,5
43670,5,5,5,5,5,5,5,5
34450,5,5,5,5,5,5,5,5
49915,7,7,7,7,7,7,7,7
6537,1,4,4,1,1,4,4,1
12750,1,1,1,1,1,1,1,1
23370,2,1,1,1,2,2,1,2
6507,1,1,1,1,1,1,1,1
25670,2,2,1,2,1,2,2,2
44242,5,5,5,5,5,5,5,5
58251,8,8,8,8,8,8,8,8
58027,8,8,8,8,8,8,8,8
59537,8,8,8,8,8,8,8,8
41509,6,6,6,6,6,6,6,5
58479,8,7,7,7,7,7,7,8
34744,5,5,5,5,5,5,5,5
2143,1,1,1,1,1,1,1,1
29260,4,4,4,4,4,4,4,4
38048,8,5,5,5,5,5,5,5
30296,4,4,4,4,4,4,4,4
26031,1,1,1,2,2,2,2,2
5478,1,1,1,1,1,1,1,1
33652,5,5,5,5,5,5,5,5
4971,2,1,1,3,3,1,3,1
3048,1,1,1,1,1,1,1,1
22473,3,2,1,3,2,3,2,2
34251,5,5,5,5,5,5,5,5
60866,8,8,8,8,8,8,8,8
39375,5,5,5,5,5,5,5,5
60712,8,8,8,8,8,8,8,8
10143,1,1,1,1,1,1,1,1
35921,5,5,5,5,5,5,5,5
56121,7,7,7,7,7,7,7,7
52113,7,7,7,7,7,7,7,7
28793,4,4,4,4,4,4,4,4
50527,7,7,7,7,7,7,7,7
59829,0,0,8,5,8,5,5,8
39326,5,5,5,5,5,5,5,5
365,0,0,7,0,0,0,0,0
25765,1,2,1,2,2,2,2,2
6411,1,1,1,1,1,1,1,1
53752,7,7,7,7,7,7,7,7
3298,2,2,1,2,2,2,2,1
11006,1,1,1,2,1,1,1,1
49535,7,7,7,7,7,7,7,7
11052,1,2,1,1,1,1,1,1
16530,1,1,1,1,1,1,1,1
40604,5,5,5,5,5,5,5,5
7115,1,1,1,1,1,1,1,1
40469,5,5,5,5,5,5,5,5
320,8,5,5,0,5,0,0,0
55232,7,7,7,7,7,7,7,7
53251,7,7,7,7,7,7,7,7
2592,1,6,1,6,3,6,6,1
43481,5,5,5,5,5,5,5,5
25611,7,1,7,7,7,7,7,2
4011,1,2,1,1,1,1,1,1
19053,1,2,1,2,1,2,1,2
44944,5,5,5,5,5,5,5,5
32317,5,5,5,5,5,5,5,5
9807,1,1,1,1,1,1,1,1
48363,6,6,7,6,6,6,6,6
20161,1,1,1,2,1,1,1,2
13530,1,1,1,1,1,1,1,1
12282,2,2,1,2,1,2,2,1
4449,1,1,1,1,1,1,1,1
58085,8,8,8,8,8,8,8,8
45075,5,5,5,5,8,5,5,5
43253,5,5,5,5,5,5,5,5
16494,1,1,1,1,1,1,1,1
16544,2,2,1,1,1,1,1,1
61060,8,8,8,8,8,8,8,8
50844,7,7,7,7,7,7,7,7
30308,4,4,4,4,4,4,4,4
23064,2,1,1,1,1,1,1,2
36040,5,5,5,5,5,5,5,5
33815,5,5,5,5,5,5,5,5
28180,2,2,1,2,2,2,2,3
18831,1,1,1,1,6,6,1,2
20250,1,2,1,2,2,2,2,2
28604,3,1,1,3,1,1,3,3
48614,7,7,7,7,7,7,7,7
29211,4,4,4,4,4,4,4,4
11803,1,1,1,2,1,2,1,1
31503,5,5,5,5,5,5,5,5
54351,7,7,7,7,7,7,7,7
59103,8,8,8,8,8,8,8,8
27832,1,1,1,1,1,1,1,3
15139,2,1,1,2,2,2,2,1
16104,1,1,1,1,1,1,1,1
36736,5,5,5,5,5,5,5,5
57873,8,8,8,8,8,8,8,8
13862,1,1,1,1,1,1,1,1
51972,7,7,7,7,7,7,7,7
9324,1,1,1,1,1,1,1,1
44883,5,5,5,5,5,5,5,5
37989,5,5,5,5,5,5,5,5
